ROS Time,l_wheel_joint,r_wheel_joint,torso_lift_joint,bellows_joint,head_pan_joint,head_tilt_joint,shoulder_pan_joint,shoulder_lift_joint,upperarm_roll_joint,elbow_flex_joint,forearm_roll_joint,wrist_flex_joint,wrist_roll_joint,l_gripper_finger_joint,r_gripper_finger_joint
68.702,-0.0006413117549852743,-0.006020971902381156,0.1650982013631543,0.0844162204771748,0.1999779200068108,0.40361561006555213,0.6569665500069108,0.20319919715346124,-1.1431312258251722,-2.0948172613894536,-2.457660746181088,-0.20581760594201182,-0.7961248876675944,0.03095255011419607,0.050010994646059376
68.74,-0.0006367181909086028,-0.0060160165173348545,0.16891678318590084,0.08630940997381673,0.19996162948808305,0.40361318892864073,0.6324094405604326,0.19971109350018956,-1.1738756883044523,-2.0903851642027873,-2.4865876654240697,-0.26972798144081,-0.810891997564843,0.0308855082694548,0.050018524401524454
68.75,-0.0006327197407030027,-0.0060135093558892905,0.17274309797199383,0.08822428076963533,0.19997503588887877,0.40351839639758413,0.6077351015771848,0.19584171336746437,-1.2051376204784692,-2.086065713977544,-2.5153193100828206,-0.33386793951772464,-0.8255919936020621,0.03074794447923674,0.050005316941083934
68.791,-0.000627923622715798,-0.006008428645666974,0.17655656417196255,0.0901272755570257,0.1999795269378195,0.40357122492256536,0.5831319681125615,0.19226332649293987,-1.2363741688133612,-2.081701527914596,-2.5440162329887936,-0.39788675854389144,-0.8400756962719562,0.03062991891609301,0.05000479216977886
68.87,-0.0006165104951687539,-0.006008568874511511,0.1842352827191533,0.09398093054355862,0.19997820702803448,0.40357370902107537,0.5338431065055245,0.1850081804164727,-1.297351957751232,-2.0729973787154763,-2.6019039019863346,-0.5258228022544005,-0.8693925054474976,0.03051197249547382,0.05000727885607849
68.957,-0.0006079531613920608,-0.005999940877844168,0.19189461918744255,0.09779721777651264,0.19997716105026875,0.40350394378153,0.4845452347869932,0.1775756285458332,-1.3564163955570336,-2.0642793065267573,-2.6591448063195724,-0.6537059474039912,-0.8996769870544963,0.03040960016006666,0.049999760086289896
69.116,-0.0005954522990725408,-0.005987426676727026,0.20436965211762873,0.10403402144530247,0.19997538645225266,0.4035637104603289,0.4044716573241933,0.16583472852763137,-1.4548643167248283,-2.0500849441829367,-2.75220939807482,-0.8616432451412352,-0.9462360461722383,0.029890979920408053,0.05000129820177187
69.149,-0.0005913163715609571,-0.005983278615493859,0.20819496090186138,0.10594256449509494,0.1999756562601389,0.4035003769571688,0.37983662451293565,0.16217235680636932,-1.4855781361840616,-2.0457374809618822,-2.780847273036626,-0.9256474273541011,-0.9605468589260493,0.02969820527161455,0.05000133474834907
69.236,-0.0005825508671124524,-0.005974487036207066,0.21682336979176994,0.1102566291543832,0.19997785363990683,0.4035034935941164,0.32218421760975335,0.15366913693222628,-1.5545069801746134,-2.0359168936930003,-2.848344471881358,-1.075741607098407,-0.9941651480702962,0.028886124263367764,0.05000204141242749
69.264,-0.0005797226806105726,-0.0059716795197832795,0.2197007762358186,0.11169475562296828,0.19997879941238228,0.40349811890886667,0.3015538407740612,0.15054403189602716,-1.5783872393409926,-2.032021297390355,-2.8721664155321065,-1.1289729743022,-1.0060013170822746,0.028351319125263032,0.0500007812871828
69.281,-0.0005760423399934211,-0.005967960871514855,0.22353826809793703,0.11361280073592117,0.19997825184530083,0.40350046869804146,0.27400208377749014,0.1463941625101448,-1.6117801473937021,-2.0267920225556666,-2.903894722668527,-1.200091591635437,-1.0218291518846154,0.027650486466568282,0.0500016463251489
69.335,-0.0005715063005524712,-0.005963447823406298,0.22833161370180585,0.11600936810169267,0.19997760378904506,0.4034997726902576,0.2411031274905282,0.14143347106107207,-1.6552192367420346,-2.0206349978126155,-2.9418133918358187,-1.2852292468478739,-1.0410124036681445,0.027158362633792274,0.050004503280607855
69.376,-0.0005688748014449629,-0.0059607362383706786,0.23120634098145845,0.1174473899216765,0.19997770260849368,0.4034990724960972,0.22286004945817783,0.13871610004710888,-1.680809258067601,-2.017248193444416,-2.962810640371176,-1.33248261384725,-1.0517223954751902,0.027241739158991893,0.0500061085028088
69.43,-0.0005629413815952944,-0.005954384843608551,0.23783636154040036,0.12077890961524554,0.1999778042012732,0.40348945266855374,0.18610388141054823,0.13335159274182473,-1.7323588388924502,-2.010879411075337,-3.0055361043954,-1.4281285708570648,-1.0735113191407866,0.028817715729832927,0.050006184714974436
69.542,-0.0005541963660666838,-0.005945620349220526,0.2482476896714833,0.12601913867619693,0.19998353833569826,0.40356600444331203,0.13692886539268567,0.12618190798492535,-1.7849102931201042,-2.0027993372785393,-3.063586047058198,-1.5563040223081357,-1.1018041244593313,0.03240352446195039,0.050000920314705724
69.548,-0.0005532556718641501,-0.005944676033473151,0.24919745232493587,0.1264842383534964,0.19998348715896253,0.4034987861909398,0.1325320364263094,0.1254939442134475,-1.7890870336493663,-2.0020213729148346,-3.0686757992877833,-1.5676998032371854,-1.104261191299134,0.03265621483017649,0.05000076645950857
69.687,-0.0005450654709351355,-0.005936420870455095,0.2597609122989472,0.13174141850632956,0.1999827226411801,0.4035641153599112,0.08478170011461028,0.11844098010633353,-1.845245481247149,-1.9935836113281433,-3.1243285232389155,-1.6917152702852585,-1.1319050237973265,0.03467404541336955,0.05000170150217509
69.701,-0.0005420276717620354,-0.005933359263122107,0.26358733442378,0.13364597940885448,0.1999832473337806,0.40349838016629036,0.06774604691020958,0.11589944080056469,-1.8693271907761169,-1.990504924008222,3.139229538912055,-1.735890627230753,-1.1420174124516187,0.035208229763671994,0.050001862395867985
69.809,-0.0005502033204747292,-0.005928061231042392,0.27080823615491934,0.13721899007150634,0.20001217707044194,0.4030950672708533,0.03556772728752389,0.11102444207872342,-1.9129806096496882,-1.9846233229126757,3.1018552362158935,-1.8192994160524103,-1.1615119509161165,0.03648992960591206,0.05013300205695015
69.845,-0.0005515862230183188,-0.0059324350996918795,0.27315552713859825,0.1390260433597818,0.1999959962018929,0.4036280717596945,0.02094136440897376,0.10896715546980662,-1.9304938283393014,-1.981988989532177,3.0849777966540817,-1.8571606896084623,-1.1694146200431499,0.03733104080283859,0.05000282444850873
69.861,-0.0005511569463054755,-0.005932837957158377,0.27371103801100144,0.13940398740230495,0.1999820968622359,0.40345928228901684,0.017494673031998254,0.10840467143395571,-1.9342736683845256,-1.9814201363288553,3.0812022903701717,-1.8660619263820495,-1.1714581359000151,0.03757061749342934,0.0500042957639156
70.023,-0.0005378893550966879,-0.005830569891092097,0.2806420914749701,0.14488021780396984,0.19998803790529696,0.40339279612218437,-0.025414022414348203,0.10187331413538292,-1.9880665237993114,-1.9736446823709648,3.0313039551442422,-1.9773803497445135,-1.1963936220695892,0.044910019179699265,0.05000444802151761
70.16,-0.0005622143337333796,-0.005831359581137008,0.28131597381054835,0.1464098795042994,0.19995896623722942,0.40310444732236395,-0.02899062757169535,0.10164625079287948,-1.9930536574996278,-1.9734870727405647,3.0266947241582507,-1.986926950796649,-1.1987638435322756,0.05002036527003226,0.05003243051286524
70.17,-0.0005651851008252606,-0.005831070817810868,0.28128782189491297,0.14666406243916727,0.19999332573209205,0.4032577079778008,-0.02857769813856592,0.1017090665483904,-1.9912229164024726,-1.9738842977359439,3.0264959188154634,-1.9865719922479954,-1.198260925364167,0.050057867420835955,0.0499949343745223
70.253,-0.0005721581758049155,-0.005832335581463788,0.28119619245530203,0.14691567895054758,0.19997278077597436,0.4030126350168475,-0.028904485444450678,0.1015198797561414,-1.9879628634105462,-1.9736492358916453,3.0265122760209664,-1.9870026475564924,-1.1982603679261068,0.050004272289849765,0.05004854695452594
70.291,-0.0006142976951295509,-0.0057940943104481946,0.28131417868345104,0.14709216855089433,0.19998723337520818,0.40354525698103316,-0.02874640007079421,0.10171972029094611,-1.9885817453888528,-1.9736793009583455,3.026411457597879,-1.9868297018023702,-1.1981123845748947,0.05003797088570338,0.05001485540437255
70.298,-0.0006142588235382718,-0.005790982123871302,0.2812883624083567,0.1470689514365911,0.20001843139950193,0.40390961706391426,-0.028779633638322366,0.10157795291205662,-1.9882742696529316,-1.9737417672419384,3.0265834379843657,-1.986841663813748,-1.1981947062972162,0.050031849731521,0.0500209765919053
70.382,-0.0006323562112173775,-0.005794437863467117,0.2812129778538844,0.14719264859243827,0.20002124833475943,0.4037817144907123,-0.03080348082322093,0.10109115669427116,-1.9907457018693178,-1.9748728804930091,3.0262275345123832,-1.9861829413225127,-1.1983430627907232,0.0500074145630843,0.05004540977537308
70.394,-0.0006302603543693053,-0.005792498173329719,0.2812245136822207,0.14723062335175396,0.19997446203154023,0.402648815405783,-0.029843008498068535,0.10127088677809937,-1.9910661261570688,-1.9742513428223378,3.0264498228802967,-1.9866667051692382,-1.1977677243522127,0.050003008448061055,0.05004981323871307
70.398,-0.0006338632113616072,-0.005795670652357643,0.2812536811980216,0.14722065342869337,0.19998336485352475,0.40357533106481647,-0.033572952695730685,0.10083168845070567,-1.9913558880838904,-1.9764942504299827,3.0251132663301625,-1.9849773710009568,-1.197732429029264,0.05001410499786016,0.05003871221331922
70.847,-0.0007173299046536741,-0.005764728898806304,0.2810393576633458,0.14716215902685267,0.20000271455807184,0.4035557297057437,-0.14132680455599456,0.08103803295789902,-2.023301912910016,-2.0385565728538713,2.9969809207867506,-1.9422803009770613,-1.1818428947307913,0.05001299622693853,0.05003986013440914
70.847,-0.0007168768202712172,-0.005764790480823123,0.2810354768375251,0.1471553472460356,0.20000357317039708,0.4036270563529323,-0.14132452150807318,0.08103700743572428,-2.0235805744510387,-2.038539419828741,2.9969670123533945,-1.9422855946738462,-1.1818367366457494,0.050012010605886,0.05004084262565608
71.065,-0.0007358752338051389,-0.005764841078806704,0.27977681971183266,0.14691841697064323,0.19998089597481972,0.4035001846543418,-0.17028427578712968,0.0708471594714215,-2.0280399184213067,-2.0344903116840194,2.9931432722426017,-1.907834030909103,-1.1754432790682001,0.049993080603518,0.050059772496129445
71.067,-0.0007299402474698624,-0.005764539947092473,0.2798696868639395,0.14686312588945727,0.19999163969504696,0.40356940344111614,-0.16585550629548163,0.07234936429999195,-2.0274878401033813,-2.035158334419759,2.9937986205883114,-1.9129784553078144,-1.1766557117724066,0.04999831287457059,0.050054540606121224
71.153,-0.0007586146414766404,-0.0057692974571592615,0.2776829015985422,0.146313476410515,0.20000415660819826,0.4039785205180575,-0.22726553690070705,0.05032239359787738,-2.0329908819812914,-2.026503301438281,2.9858017752874293,-1.8413738582921528,-1.1625696766835336,0.04997382459633053,0.050079039905461926
71.471,-0.000840302330230358,-0.005723470995686597,0.2698214448356402,0.14261799406077919,0.19999912721126112,0.40434503102769437,-0.46267555323718046,-0.03433850105994729,-2.0661343064516213,-1.9938013005378932,2.956352398507587,-1.567554647209949,-1.1098443968962535,0.050041396741276035,0.050011511028201804
71.717,-0.000868610676935333,-0.005798580522651697,0.2694621074215474,0.14149542233063686,0.2000159824208989,0.4034148326801761,-0.47425929936205247,-0.038727013710694536,-2.0640651899497495,-1.99220741349821,2.954522831629024,-1.5533330078844267,-1.1065684843706425,0.05002815628670606,0.05002474175285273
71.717,-0.00087329782981449,-0.005801039713877465,0.2694635089759488,0.1414771886730437,0.20000356411581066,0.4036074995299588,-0.47425483904575394,-0.03869206877780229,-2.0642128676341027,-1.9922218771503393,2.954507314031046,-1.5533025538924257,-1.1065602091292739,0.05003135327630011,0.050021547142652056
71.879,-0.0009114180014506701,-0.005831998503556868,0.2693513535948118,0.1412487947505183,0.19999852082844605,0.4035456784497331,-0.4684499737329908,-0.03710063978383893,-2.0650486619032042,-1.9914840312623094,2.95651133239247,-1.5589006820774989,-1.1084630935177824,0.05004944234990059,0.05000345474604013
71.92,-0.0009279633082375227,-0.005834569155709346,0.2695927568651362,0.14140492693751847,0.2000293188270197,0.4030677048163547,-0.4569524609465372,-0.0340806325730858,-2.0633178141800226,-1.9902804864747021,2.9596953639043306,-1.5687497241244541,-1.111265864113287,0.05009321720012294,0.049959675412571826
71.928,-0.0009029275509089274,-0.005843337022190198,0.26964376941181906,0.14147652402614547,0.20004781126520754,0.4038880163117531,-0.4491394619400282,-0.031738821173949994,-2.061945636135672,-1.9894177227941756,2.961452347345565,-1.5753945608386148,-1.1131171150769834,0.05011287722715393,0.04994001012480206
72.038,-0.0009164277812043764,-0.005859279723221533,0.2699822892991748,0.14151343241369865,0.200006856804686,0.40298265646361653,-0.39627454292611475,-0.01839746283951804,-2.0482773671882057,-1.9845467158850831,2.9772797630972487,-1.6200900971721035,-1.127013823286406,0.05008412856203215,0.04996875880663582
72.095,-0.0009231207437681022,-0.005868445791665344,0.27010926966485693,0.14157605873393775,0.20001371187303008,0.4033888787760098,-0.37805979735096074,-0.013579467840894033,-2.043005069232393,-1.982826424753132,2.982468975432102,-1.6354959584264543,-1.131800304332593,0.05003604149988725,0.05001685045290804
72.241,-0.0009451910333471147,-0.005684225905413953,0.27018713352914736,0.14172111653416952,0.19999798743123431,0.4036095563830999,-0.3682046817341913,-0.010739786272730534,-2.0416909480394887,-1.9815451958497081,2.985453118342864,-1.6445677679564676,-1.134543113109407,0.04996032317696412,0.05009257873532883
72.319,-0.0009759637424915368,-0.005693692020695806,0.27016243008900614,0.1417008266006162,0.2000508434350019,0.4037929763516166,-0.36808647726885546,-0.010717839554347464,-2.043926128633787,-1.9816464430173446,2.9852722049429428,-1.6445851694109512,-1.134514286984249,0.050028688070756354,0.0500242097496356
72.33,-0.0009775896067756307,-0.0056930329240225674,0.27016505428620835,0.14170084364094948,0.19998876337469085,0.40396460084203856,-0.36815171488043763,-0.010898645453496059,-2.0434467642367986,-1.9817608368933626,2.985829645489023,-1.6444515284731862,-1.135043413339889,0.050024655328450046,0.05002824637621925
72.549,-0.0010159579113713235,-0.005748134399434335,0.27049793617016454,0.14178295301681298,0.1999996621962854,0.4031856085521177,-0.3184319364946546,0.0004333453612561655,-2.0360050461433143,-1.9684510871928746,2.99925234346758,-1.680670154390179,-1.1453522787737427,0.05006997647925981,0.049982918181859806
72.56,-0.0010136120731534248,-0.005748391413741949,0.2704466434527955,0.14174497707867348,0.200005983498726,0.40341409445703835,-0.3235689344475041,-0.0007024531100672249,-2.0370922925498363,-1.9697878422761472,2.9978815174037123,-1.6769682917487367,-1.1444431024413557,0.050075054330818304,0.04997784336189638
72.81,-0.0011710101261455108,-0.005437335503122753,0.27093136265222323,0.14205084765848197,0.20000583497289792,0.40360993574960347,-0.2579347828493299,0.014020020237801134,-2.0187794931027714,-1.9523869052593121,3.016095044310889,-1.7244988935999963,-1.1587106752717657,0.05000007562100398,0.05005284289383132
72.906,-0.0011819531075891732,-0.005444030525424637,0.2709225400609765,0.14207793637938182,0.20001296744334418,0.40354595258340975,-0.25790886650743694,0.014093286595540988,-2.0205715759729106,-1.9524521704105866,3.0160878637038415,-1.7244383949856594,-1.1587065741175842,0.05002419665138425,0.05002870997807205
72.929,-0.0011982490535613621,-0.0054470247489568635,0.270895753948997,0.14212137845029815,0.20005769270429408,0.40355517981616895,-0.25776435610756554,0.014163120461260448,-2.019808736827474,-1.9523327565344002,3.0162524783791085,-1.7245899033771899,-1.1589254659805732,0.050017883720500665,0.05003502076410921
73.125,-0.001200746132700381,-0.005448370843601502,0.27093976923762436,0.14206996220922638,0.19999702751136628,0.40345293779644287,-0.2107992790615203,0.023107758043033222,-2.0098043654803437,-1.932965500857979,3.029312196906842,-1.7505619417878826,-1.1672388640560225,0.05010245577965433,0.04995044980982725
73.732,-0.001493895653663202,-0.005177936704374275,0.2701603221819682,0.14194115853360956,0.2000103714343746,0.40306965725420163,-0.08028940091129932,0.044848783911803025,-1.9768950681632287,-1.8694377257686097,3.064989139247036,-1.8130081107926843,-1.1896915580055172,0.050048308823398696,0.05000459774996136
74.022,-0.0015871256897437291,-0.00516437889684962,0.2697256831305274,0.14154520134745724,0.2000001893077803,0.4035051621046284,-0.04194164467828365,0.050234975606718635,-1.9648637044097041,-1.8481272463307046,3.0756178944991657,-1.8289132168893536,-1.1966059207705877,0.05003528005387814,0.05001766716241194
74.024,-0.0015854010777687222,-0.005162668268519077,0.2697423796567801,0.14157494298472736,0.20000193580626746,0.40361113130921655,-0.04193779872413028,0.05032589134348253,-1.9646758907949806,-1.8481201938976723,3.0754798780132013,-1.8289620518852967,-1.1965109030730714,0.05003699107011767,0.050015957746681404
74.201,-0.0016397404902024348,-0.005150400329327454,0.26913873777663094,0.14135334219956172,0.19998102947530771,0.40242638318199564,-0.024789532503182166,0.05148015229662217,-1.9610528846269606,-1.8359660571473388,3.080966560981661,-1.8334361334175044,-1.1993013951422604,0.05009434371807061,0.049958602946134446
74.208,-0.0016468268876552727,-0.0051638639545732445,0.26880888412422776,0.14125314208241266,0.1999899141465029,0.40298990803229096,-0.008244413704773912,0.05310091042947995,-1.9571297183180825,-1.8246502489624459,3.0855027828442037,-1.8373915630667712,-1.2024848088272817,0.0501191272029203,0.04993381734751042
74.364,-0.0016700404319784923,-0.005172537669376531,0.2676842497646435,0.14091010121346245,0.1999893621346791,0.4034066319710554,0.04686904184014917,0.05811395689606513,-1.9394500310973735,-1.787040429983708,3.101075008570934,-1.8506425861653737,-1.212217960827192,0.050040450863795494,0.05001248311292381
74.408,-0.0017218509889636024,-0.005177159286574806,0.26729441902826284,0.14059487476614735,0.19999396615670406,0.40302977343036694,0.06224591090034437,0.05932798151685503,-1.9324455746580762,-1.7765385494347412,3.1056109802807654,-1.8544506859320213,-1.21464848781436,0.04997105121228556,0.050081891417927966
74.816,-0.0019062813205277251,-0.005100898988827041,0.26479249380253117,0.1396795181461325,0.19999396517034906,0.40297894376866594,0.10678133162440773,0.06057888365735398,-1.925628333300656,-1.7387905904442653,3.118948022358108,-1.8602085079877808,-1.2232945822113317,0.05007374753450972,0.04997920605385666
75.099,-0.002080309291979887,-0.005056188601033185,0.26186006345463886,0.13782081136844654,0.19999401431866382,0.4035498086820821,0.16717270144598295,0.062409151856231304,-1.9027922373888595,-1.6882010973083763,3.1363378843080287,-1.8677431863745229,-1.2342141190821216,0.050015564787430675,0.050037428484654804
75.347,-0.0021698379793795297,-0.005070751537563645,0.26149050853329675,0.13748625727344985,0.19999670934185154,0.40424458832028076,0.18796055270255874,0.06679646567537034,-1.898607682989227,-1.6656766008797397,3.137315709787309,-1.8663345515516925,-1.2409456963139096,0.05011335977131493,0.04993963384239089
75.497,-0.002293642943585361,-0.005027675378168617,0.26084720072700945,0.13728648996927065,0.19998650670600782,0.4031987826489045,0.2494773779530428,0.07925962875188386,-1.8740655057511901,-1.6014818774181294,3.1395709491621187,-1.8623133159241743,-1.2585105145658035,0.05004642545581945,0.050006551424930344
75.497,-0.002281878109337221,-0.0050346555650238045,0.2608754390736743,0.1373314462447228,0.20001929491139236,0.40442633125790195,0.24582003743769398,0.07861569010186109,-1.8759201042101168,-1.605237012510544,3.1392962391912764,-1.8625402951153553,-1.2575441713303128,0.05005582186448898,0.049997155391664445
75.502,-0.002298722263039288,-0.0050281936106415515,0.26078049897729066,0.13723419039739146,0.19999065262709692,0.40368705549372663,0.25587027893797565,0.08045802288335846,-1.8708560068272204,-1.5948551143104965,3.1398871432884228,-1.8619051336433072,-1.2600008022968954,0.050022766628270016,0.05003021240939721
75.763,-0.002387167581006544,-0.00505082599545581,0.2605718385474325,0.13691967750139966,0.1999777165588874,0.40276077001415533,0.2666731615955875,0.08258972525462749,-1.8682457994867638,-1.5828415348340283,3.140565868885652,-1.861244848594982,-1.263806887702403,0.05002986151866347,0.05002313706999034
75.828,-0.0024445907585715076,-0.005012898691208356,0.2606232988982827,0.13695183861376053,0.20001229713648883,0.403970578237967,0.26670379480017115,0.08262653157649691,-1.8676208360759858,-1.58282771762607,3.1405204644377616,-1.8612888692872795,-1.263584735089891,0.05002485484131632,0.050028138441604024
75.886,-0.0025042422399748077,-0.00501107123524136,0.25988089603329145,0.1368056784242549,0.2000006734793507,0.403658114692246,0.26643265293693297,0.08202746200328193,-1.8662724573227711,-1.57590902442545,3.140687673842823,-1.8536231630397904,-1.2649614727077143,0.05004813556861231,0.05000487270531123
75.891,-0.002482988282779708,-0.005009593876214247,0.260005947501103,0.13681141774347588,0.19997232954341726,0.40248321206776616,0.26654407695886473,0.08194328942163764,-1.8665811812148192,-1.57793248082965,3.1409659046638776,-1.8557432648946373,-1.264373679490049,0.05004338725569665,0.05000961785100207
75.974,-0.0025249567717766652,-0.00501849710392932,0.2579166748308531,0.136290135530001,0.20000388910186295,0.4041402993924219,0.2649578785592439,0.08036615929511104,-1.8627579060914323,-1.5515229471066143,3.1402952259567645,-1.8274440775545635,-1.2711907975602674,0.05004144142500837,0.05001156897698631
75.976,-0.0025139870285872945,-0.0050176894852516085,0.2583465422577935,0.1364387462676433,0.1999914984021398,0.40374779405807093,0.2652347519992624,0.08071460426357469,-1.8636493284976101,-1.556079730347999,3.140406831995593,-1.8323358339753302,-1.2699170640121444,0.05004365990469058,0.05000935130317354
76.105,-0.002581279537356096,-0.005000000276064398,0.2530588104159006,0.13475093384698134,0.20000097562290176,0.403665118889438,0.2607369745808015,0.07457511024316865,-1.8475531211500371,-1.480160991951411,3.140505289138522,-1.7508581096780835,-1.2866526244928798,0.05000144207012834,0.0500515537292892
76.19,-0.0025994878917297015,-0.0050132681758556785,0.2509963674803246,0.13360247759513952,0.20000026230228052,0.4037007995493678,0.2588842152248798,0.07206468746091677,-1.8395875781369924,-1.4492849202140543,3.1405096991650776,-1.7177229969629586,-1.2934757408388142,0.05000252569408406,0.05005047435011326
76.298,-0.002652668828466709,-0.0050263606428675445,0.25041681808323923,0.1323585119107529,0.19998801849385295,0.40304599766354343,0.2585838704352419,0.07134606158877332,-1.838412818519215,-1.4413227260095236,3.1406304461835095,-1.7088465256065222,-1.2955123370304857,0.05004342536438646,0.05000957803422098
76.471,-0.0027233375127737602,-0.005029114211397179,0.2505144692403854,0.13202695981361662,0.1999939641734958,0.40374332608405705,0.2585638817083735,0.07156468430870788,-1.8382060229962205,-1.4412003841712608,3.1404405394319674,-1.708846112698228,-1.2954477516120164,0.0500254484511553,0.05002755231141596
76.736,-0.0028314704473872965,-0.005043948439918289,0.2585266123393886,0.13429666028997833,0.20001208816267457,0.40418885565120366,0.16816211739012044,0.07725772248309859,-1.8620310880543736,-1.5267704348932436,3.114874383562288,-1.7113135485029902,-1.2745971877240612,0.05001611415389211,0.0500368901198672
76.737,-0.002831109357892103,-0.005043624790260104,0.2582781330751412,0.13422143161675315,0.2000031770155406,0.4034594934650091,0.17143641993367265,0.0770230370221574,-1.8613556825306246,-1.5237273180381616,3.1158495363163645,-1.7112621756236512,-1.274871980614524,0.050004385734806304,0.050048617833913546
76.863,-0.002856317487648141,-0.005046383222762074,0.2594839189846786,0.13543227843757547,0.19996985246199728,0.403355760879311,0.15646316493865253,0.07806500338105149,-1.8661537396092598,-1.5383146002725572,3.111338207576697,-1.7116753124586381,-1.2718194981246036,0.05009410167918266,0.049958900453401935
76.903,-0.0028667839026654818,-0.0050477100185784,0.25950440170647615,0.13570655541830542,0.2000021017152278,0.40376174470558546,0.15654878971275998,0.07802871950246093,-1.8660469145994272,-1.538545546422292,3.1113287803827294,-1.7114576503915293,-1.2716120477232078,0.05009170245316092,0.04996129765492611
76.908,-0.002867733965786101,-0.005048004002939699,0.2594931679017005,0.13580483846828373,0.19998361116555774,0.4030531704460705,0.15655898401835522,0.07810035623705414,-1.8656833251423732,-1.5385889680782978,3.111257284512913,-1.711485841038547,-1.2715229072920007,0.050069131765466894,0.04998386640536568
76.945,-0.0028984759356029954,-0.005058622580693672,0.2595146448175224,0.13610594028099793,0.1999914418030757,0.4038211583852247,0.15639578682124444,0.078288213350306,-1.864467345444397,-1.5384428227119673,3.1110099642089892,-1.7116197482451376,-1.271675819639139,0.050018919273751315,0.05003408136881668
77.265,-0.0030822963403869252,-0.005030230246715561,0.2657275817239551,0.13827588119045953,0.19998126423661855,0.40275292447141364,0.0623133349175955,0.07867496914102023,-1.8917264260764055,-1.6147528779490474,3.0845884515221798,-1.6995380358659773,-1.2537638393143382,0.050055380837635284,0.04999762689927644
77.76,-0.003403842416719982,-0.004804868720526656,0.27066834234613907,0.14123159247077763,0.19996072201269133,0.40319593443085466,-0.04370945272272664,0.074588145046242,-1.9200436815306166,-1.6873488928633722,3.055323332458647,-1.6732555873332595,-1.233577258896359,0.05004220511703436,0.050010792564079
77.757,-0.0034333522878657874,-0.004802772822922741,0.27045023470688945,0.1410123631020712,0.199994156508164,0.40377821275274606,-0.04169109860992748,0.07465448230531635,-1.918802822892598,-1.685921358750281,3.0559345689816677,-1.6736141740289279,-1.234796384203011,0.05003456427054309,0.05001843464628992
