ROS Time
616.682
616.853
616.882
617.06
617.096
617.175
617.262
617.31
617.317
617.41
617.539
617.556
617.639
617.779
617.86
617.911
617.924
618.05
618.178
618.192
618.274
618.367
618.41
618.421
618.468
618.6
618.638
618.638
618.647
618.69
618.78,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -132.73046875]"
618.826,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -132.69479370117188]"
618.964,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -132.47999572753906]"
619.114,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -132.36181640625]","[0.6248235702514648, 0.25024911761283875, 0.625, -132.65711975097656]"
619.115,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -132.36102294921875]","[0.6248235702514648, 0.25024911761283875, 0.625, -132.65615844726562]"
619.244,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -132.25852966308594]","[0.6248235702514648, 0.25024911761283875, 0.625, -132.53204345703125]"
619.334,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -131.6676788330078]","[0.6248235702514648, 0.25024911761283875, 0.625, -132.4440155029297]"
619.38,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -131.3707733154297]","[0.6248235702514648, 0.25024911761283875, 0.625, -132.3997344970703]","[0.6268438100814819, 0.20028994977474213, 0.574999988079071, -132.76504516601562]"
619.553,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -130.21878051757812]","[0.6248235702514648, 0.25024911761283875, 0.625, -132.2274932861328]","[0.6268438100814819, 0.20028994977474213, 0.574999988079071, -132.76504516601562]","[0.6268438100814819, 0.20028994977474213, 0.625, -132.6366424560547]"
619.622,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -129.8230438232422]","[0.6248235702514648, 0.25024911761283875, 0.625, -132.15997314453125]","[0.6268438100814819, 0.20028994977474213, 0.574999988079071, -132.76504516601562]","[0.6268438100814819, 0.20028994977474213, 0.625, -132.5726318359375]","[0.6727625131607056, 0.30222854018211365, 0.625, -132.73501586914062]"
619.704,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -129.27345275878906]","[0.6248235702514648, 0.25024911761283875, 0.625, -132.07760620117188]","[0.6268438100814819, 0.20028994977474213, 0.574999988079071, -132.76504516601562]","[0.6268438100814819, 0.20028994977474213, 0.625, -132.49461364746094]","[0.6727625131607056, 0.30222854018211365, 0.625, -132.65557861328125]"
619.791,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -128.67750549316406]","[0.6248235702514648, 0.25024911761283875, 0.625, -131.98817443847656]","[0.6268438100814819, 0.20028994977474213, 0.574999988079071, -132.76504516601562]","[0.6268438100814819, 0.20028994977474213, 0.625, -132.4099578857422]","[0.6727625131607056, 0.30222854018211365, 0.625, -132.4825439453125]"
619.932,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -127.8193359375]","[0.6248235702514648, 0.25024911761283875, 0.625, -131.69387817382812]","[0.6268438100814819, 0.20028994977474213, 0.574999988079071, -132.76504516601562]","[0.6268438100814819, 0.20028994977474213, 0.625, -132.27081298828125]","[0.6727625131607056, 0.30222854018211365, 0.625, -132.1968231201172]"
619.933,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -127.8132553100586]","[0.6248235702514648, 0.25024911761283875, 0.625, -131.69178771972656]","[0.6268438100814819, 0.20028994977474213, 0.574999988079071, -132.76504516601562]","[0.6268438100814819, 0.20028994977474213, 0.625, -132.2698211669922]","[0.6727625131607056, 0.30222854018211365, 0.625, -132.19479370117188]"
620.009,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -127.3469467163086]","[0.6248235702514648, 0.25024911761283875, 0.625, -131.5316619873047]","[0.6268438100814819, 0.20028994977474213, 0.574999988079071, -132.76504516601562]","[0.6268438100814819, 0.20028994977474213, 0.625, -132.1941680908203]","[0.6727625131607056, 0.30222854018211365, 0.625, -132.03897094726562]"
620.056,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -126.59215545654297]","[0.6248235702514648, 0.25024911761283875, 0.625, -131.4819793701172]","[0.6268438100814819, 0.20028994977474213, 0.574999988079071, -132.7263641357422]","[0.6268438100814819, 0.20028994977474213, 0.625, -132.147216796875]","[0.6727625131607056, 0.30222854018211365, 0.625, -131.9421844482422]","[0.6747827529907227, 0.2522693872451782, 0.625, -132.7531280517578]"
620.109,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -125.75077056884766]","[0.6248235702514648, 0.25024911761283875, 0.625, -131.42654418945312]","[0.6268438100814819, 0.20028994977474213, 0.574999988079071, -132.6832733154297]","[0.6268438100814819, 0.20028994977474213, 0.625, -132.09486389160156]","[0.6727625131607056, 0.30222854018211365, 0.625, -131.83395385742188]","[0.6747827529907227, 0.2522693872451782, 0.625, -132.7007293701172]"
620.174,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -125.11856079101562]","[0.6248235702514648, 0.25024911761283875, 0.625, -131.35894775390625]","[0.6268438100814819, 0.20028994977474213, 0.574999988079071, -132.6832733154297]","[0.6268438100814819, 0.20028994977474213, 0.625, -131.9672393798828]","[0.6727625131607056, 0.30222854018211365, 0.625, -131.70179748535156]","[0.6747827529907227, 0.2522693872451782, 0.625, -132.63677978515625]"
620.282,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -124.02985382080078]","[0.6248235702514648, 0.25024911761283875, 0.625, -131.24227905273438]","[0.6268438100814819, 0.20028994977474213, 0.574999988079071, -132.6832733154297]","[0.6268438100814819, 0.20028994977474213, 0.625, -131.7471923828125]","[0.6727625131607056, 0.30222854018211365, 0.625, -130.65538024902344]","[0.6747827529907227, 0.2522693872451782, 0.625, -132.52603149414062]","[0.6707422733306885, 0.3521876931190491, 0.625, -132.68450927734375]"
620.336,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -123.15055084228516]","[0.6248235702514648, 0.25024911761283875, 0.625, -131.18411254882812]","[0.6268438100814819, 0.20028994977474213, 0.574999988079071, -132.6832733154297]","[0.6268438100814819, 0.20028994977474213, 0.625, -131.6374969482422]","[0.6727625131607056, 0.30222854018211365, 0.625, -130.13284301757812]","[0.6747827529907227, 0.2522693872451782, 0.625, -132.47073364257812]","[0.6707422733306885, 0.3521876931190491, 0.625, -132.62684631347656]"
620.343,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -123.0509033203125]","[0.6248235702514648, 0.25024911761283875, 0.625, -131.17752075195312]","[0.6268438100814819, 0.20028994977474213, 0.574999988079071, -132.6832733154297]","[0.6268438100814819, 0.20028994977474213, 0.625, -131.6250762939453]","[0.6727625131607056, 0.30222854018211365, 0.625, -130.07359313964844]","[0.6747827529907227, 0.2522693872451782, 0.625, -132.46446228027344]","[0.6707422733306885, 0.3521876931190491, 0.625, -132.62030029296875]"
620.386,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -122.36701965332031]","[0.6248235702514648, 0.25024911761283875, 0.625, -131.13223266601562]","[0.6268438100814819, 0.20028994977474213, 0.574999988079071, -132.6832733154297]","[0.6268438100814819, 0.20028994977474213, 0.625, -131.5397186279297]","[0.6727625131607056, 0.30222854018211365, 0.625, -129.66619873046875]","[0.6747827529907227, 0.2522693872451782, 0.625, -132.42137145996094]","[0.6707422733306885, 0.3521876931190491, 0.625, -132.57533264160156]"
620.428,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -121.93286895751953]","[0.6248235702514648, 0.25024911761283875, 0.625, -130.752685546875]","[0.6268438100814819, 0.20028994977474213, 0.574999988079071, -132.6832733154297]","[0.6268438100814819, 0.20028994977474213, 0.625, -131.45184326171875]","[0.6727625131607056, 0.30222854018211365, 0.625, -129.24607849121094]","[0.6747827529907227, 0.2522693872451782, 0.625, -132.37693786621094]","[0.6707422733306885, 0.3521876931190491, 0.625, -132.5289764404297]"
620.475,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -121.44436645507812]","[0.6248235702514648, 0.25024911761283875, 0.625, -130.2727508544922]","[0.6268438100814819, 0.20028994977474213, 0.574999988079071, -132.6832733154297]","[0.6268438100814819, 0.20028994977474213, 0.625, -131.4023895263672]","[0.6727625131607056, 0.30222854018211365, 0.625, -128.772216796875]","[0.6747827529907227, 0.2522693872451782, 0.625, -132.3268280029297]","[0.6707422733306885, 0.3521876931190491, 0.625, -132.47666931152344]"
620.514,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -121.0683364868164]","[0.6248235702514648, 0.25024911761283875, 0.625, -129.94349670410156]","[0.6268438100814819, 0.20028994977474213, 0.574999988079071, -132.6832733154297]","[0.6268438100814819, 0.20028994977474213, 0.625, -131.36428833007812]","[0.6727625131607056, 0.30222854018211365, 0.625, -128.40672302246094]","[0.6747827529907227, 0.2522693872451782, 0.625, -132.24954223632812]","[0.6707422733306885, 0.3521876931190491, 0.625, -132.4363250732422]"
620.528,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -120.96377563476562]","[0.6248235702514648, 0.25024911761283875, 0.625, -129.8519287109375]","[0.6268438100814819, 0.20028994977474213, 0.574999988079071, -132.6832733154297]","[0.6268438100814819, 0.20028994977474213, 0.625, -131.35369873046875]","[0.6727625131607056, 0.30222854018211365, 0.625, -128.3050537109375]","[0.6747827529907227, 0.2522693872451782, 0.625, -132.22804260253906]","[0.6707422733306885, 0.3521876931190491, 0.625, -132.4250946044922]"
620.578,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -120.43792724609375]","[0.6248235702514648, 0.25024911761283875, 0.625, -129.3910369873047]","[0.6268438100814819, 0.20028994977474213, 0.574999988079071, -132.6832733154297]","[0.6268438100814819, 0.20028994977474213, 0.625, -131.30038452148438]","[0.6727625131607056, 0.30222854018211365, 0.625, -127.3919677734375]","[0.6747827529907227, 0.2522693872451782, 0.625, -132.1196746826172]","[0.6707422733306885, 0.3521876931190491, 0.625, -132.36851501464844]"
620.629,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -119.91962432861328]","[0.6248235702514648, 0.25024911761283875, 0.625, -128.93637084960938]","[0.6268438100814819, 0.20028994977474213, 0.574999988079071, -132.6832733154297]","[0.6268438100814819, 0.20028994977474213, 0.625, -131.24781799316406]","[0.6727625131607056, 0.30222854018211365, 0.625, -126.48973846435547]","[0.6747827529907227, 0.2522693872451782, 0.625, -132.01260375976562]","[0.6707422733306885, 0.3521876931190491, 0.625, -132.31260681152344]"
620.671,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -119.48332977294922]","[0.6248235702514648, 0.25024911761283875, 0.625, -128.5532989501953]","[0.6268438100814819, 0.20028994977474213, 0.574999988079071, -132.6832733154297]","[0.6268438100814819, 0.20028994977474213, 0.625, -131.20355224609375]","[0.6727625131607056, 0.30222854018211365, 0.625, -125.72835540771484]","[0.6747827529907227, 0.2522693872451782, 0.625, -131.92227172851562]","[0.6707422733306885, 0.3521876931190491, 0.625, -132.2654266357422]"
620.723,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -118.92658233642578]","[0.6248235702514648, 0.25024911761283875, 0.625, -128.06405639648438]","[0.6268438100814819, 0.20028994977474213, 0.574999988079071, -132.63717651367188]","[0.6268438100814819, 0.20028994977474213, 0.625, -131.1470184326172]","[0.6727625131607056, 0.30222854018211365, 0.625, -124.81412506103516]","[0.6747827529907227, 0.2522693872451782, 0.625, -131.80673217773438]","[0.6707422733306885, 0.3521876931190491, 0.625, -132.205078125]","[0.7227216958999634, 0.3042488098144531, 0.625, -132.7439422607422]"
620.912,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -118.92658233642578]","[0.6248235702514648, 0.25024911761283875, 0.625, -126.2383804321289]","[0.6268438100814819, 0.20028994977474213, 0.574999988079071, -132.63717651367188]","[0.6268438100814819, 0.20028994977474213, 0.625, -130.93626403808594]","[0.6727625131607056, 0.30222854018211365, 0.625, -119.02244567871094]","[0.6747827529907227, 0.2522693872451782, 0.625, -131.37298583984375]","[0.6707422733306885, 0.3521876931190491, 0.625, -131.75186157226562]","[0.7227216958999634, 0.3042488098144531, 0.625, -132.32090759277344]","[0.7247419357299805, 0.2542896270751953, 0.625, -132.59547424316406]"
620.958,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -118.92658233642578]","[0.6248235702514648, 0.25024911761283875, 0.625, -125.81095123291016]","[0.6268438100814819, 0.20028994977474213, 0.574999988079071, -132.63717651367188]","[0.6268438100814819, 0.20028994977474213, 0.625, -130.88693237304688]","[0.6727625131607056, 0.30222854018211365, 0.625, -117.66459655761719]","[0.6747827529907227, 0.2522693872451782, 0.625, -131.2713165283203]","[0.6707422733306885, 0.3521876931190491, 0.625, -131.6456298828125]","[0.7227216958999634, 0.3042488098144531, 0.625, -132.22161865234375]","[0.7247419357299805, 0.2542896270751953, 0.625, -132.5474853515625]"
621.045,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -118.92658233642578]","[0.6248235702514648, 0.25024911761283875, 0.625, -124.96478271484375]","[0.6268438100814819, 0.20028994977474213, 0.574999988079071, -132.63717651367188]","[0.6268438100814819, 0.20028994977474213, 0.625, -130.78932189941406]","[0.6727625131607056, 0.30222854018211365, 0.625, -114.96800231933594]","[0.6747827529907227, 0.2522693872451782, 0.625, -131.0694122314453]","[0.6707422733306885, 0.3521876931190491, 0.625, -131.4346923828125]","[0.7227216958999634, 0.3042488098144531, 0.625, -132.0239715576172]","[0.7247419357299805, 0.2542896270751953, 0.625, -132.45196533203125]"
621.113,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -118.92658233642578]","[0.6248235702514648, 0.25024911761283875, 0.625, -124.2898941040039]","[0.6268438100814819, 0.20028994977474213, 0.574999988079071, -132.63717651367188]","[0.6268438100814819, 0.20028994977474213, 0.625, -130.78932189941406]","[0.6727625131607056, 0.30222854018211365, 0.625, -112.81265258789062]","[0.6747827529907227, 0.2522693872451782, 0.625, -130.90806579589844]","[0.6707422733306885, 0.3521876931190491, 0.625, -131.26612854003906]","[0.7227216958999634, 0.3042488098144531, 0.625, -131.86573791503906]","[0.7247419357299805, 0.2542896270751953, 0.625, -132.37550354003906]","[0.6768029928207397, 0.2023102045059204, 0.625, -132.72413635253906]"
621.206,"[0.6248235702514648, 0.25024911761283875, 0.574999988079071, -118.92658233642578]","[0.6248235702514648, 0.25024911761283875, 0.625, -123.23870849609375]","[0.6268438100814819, 0.20028994977474213, 0.574999988079071, -132.63717651367188]","[0.6268438100814819, 0.20028994977474213, 0.625, -130.78932189941406]","[0.6727625131607056, 0.30222854018211365, 0.625, -108.98217010498047]","[0.6747827529907227, 0.2522693872451782, 0.625, -130.68353271484375]","[0.6707422733306885, 0.3521876931190491, 0.625, -131.03164672851562]","[0.7227216958999634, 0.3042488098144531, 0.625, -131.6449737548828]","[0.7247419357299805, 0.2542896270751953, 0.625, -132.2688446044922]","[0.6768029928207397, 0.2023102045059204, 0.625, -132.61863708496094]"
